,Age,Gender_ذكر,Home Region,Program Main Category Code,Technology Type,Program Skill Level,Program Presentation Method,Program Days,Completed Degree,Level of Education,Education Speaciality,College_تكنولوجيا الاتصالات والمعلومات,Employment Status,Job Type,Y,Degree_Score_Pct
4060,20.0,0,منطقة الرياض,CAUF,مفقود,مبتدئ,حضوري,5,نعم,البكالوريوس,Computer Since,1,طالب,مفقود,0,87.79999999999998
4061,20.0,1,منطقة الرياض,CAUF,مفقود,مفقود,حضوري,12,لا,الدبلوم,علوم حاسب,1,طالب,مفقود,1,86.8
4062,27.0,0,منطقة الرياض,CAUF,مفقود,مفقود,عن بعد,19,نعم,الماجستير,نظم المعلومات,1,طالب,مفقود,0,100.0
4063,27.0,1,منطقة المدينة المنورة,TOSL,تقليدية,متوسط,حضوري,96,نعم,البكالوريوس,نظم المعلومات الحاسوبية,1,غير موظف,مفقود,0,71.2
4064,25.0,1,منطقة الرياض,CAUF,تقليدية,متوسط,حضوري,5,نعم,البكالوريوس,علوم حاسب,1,موظف,دوام كامل,0,100.0
4065,27.0,0,منطقة الرياض,CAUF,مفقود,مفقود,عن بعد,54,نعم,البكالوريوس,تقنيه المعلومات,1,موظف,مفقود,0,76.2
4066,31.0,0,منطقة عسير,CAUF,مفقود,مفقود,عن بعد,26,لا,البكالوريوس,علوم حاسب,1,موظف,دوام كامل,0,80.0
4067,26.0,0,منطقة مكة المكرمة,CAUF,مفقود,مفقود,عن بعد,54,نعم,البكالوريوس,علوم حاسب,1,موظف,مفقود,0,93.25
4068,20.0,0,منطقة الرياض,APMR,تقليدية,متوسط,حضوري,12,نعم,الدبلوم,البرمجة وقواعد البيانات,1,طالب,مفقود,0,99.8
4069,43.0,1,منطقة الرياض,CAUF,تقليدية,متوسط,حضوري,5,لا,البكالوريوس,تقنية معلومات,1,عمل حر,مفقود,1,72.5
4070,20.0,0,منطقة الرياض,CAUF,تقليدية,مبتدئ,حضوري,12,نعم,ثانوي,علوم حاسب,1,طالب,مفقود,0,98.83
4071,25.0,0,منطقة الرياض,CAUF,تقليدية,مبتدئ,حضوري,12,نعم,البكالوريوس,علوم حاسب,1,غير موظف,دوام كامل,0,75.0
4072,25.0,1,منطقة الرياض,PCRF,مفقود,متقدم,حضوري,19,نعم,البكالوريوس,علوم حاسب,1,موظف,مفقود,0,80.0
4073,31.0,1,منطقة الرياض,CAUF,تقليدية,مبتدئ,حضوري,5,نعم,البكالوريوس,إدارة الأعمال,0,موظف,دوام كامل,0,80.39999999999999
4074,20.0,1,منطقة الرياض,CAUF,مفقود,مبتدئ,حضوري,5,نعم,ثانوي,علوم حاسب,1,طالب,مفقود,0,91.58
4075,32.0,0,منطقة الرياض,APMR,تقليدية,متوسط,عن بعد,5,لا,البكالوريوس,الرياضيات,1,موظف,مفقود,0,63.4
4076,22.0,1,منطقة الرياض,APMR,مفقود,متوسط,حضوري,12,نعم,البكالوريوس,علوم حاسب,1,طالب,مفقود,0,83.6
4077,29.0,1,منطقة الرياض,CAUF,مفقود,مفقود,حضوري,5,نعم,البكالوريوس,علوم حاسب,1,خريج,مفقود,0,54.0
4078,22.0,0,منطقة الرياض,CAUF,مفقود,مفقود,حضوري,5,نعم,البكالوريوس,تقنية معلومات,1,خريج,مفقود,0,85.0
4079,24.0,0,منطقة الرياض,TOSL,مفقود,متوسط,حضوري,54,نعم,البكالوريوس,علوم حاسب,1,خريج,مفقود,0,85.39999999999999
4080,24.0,0,منطقة الرياض,CAUF,مفقود,مفقود,حضوري,20,نعم,البكالوريوس,نظم المعلومات,1,موظف,دوام كامل,0,65.8
4081,26.0,1,منطقة الرياض,PCRF,مفقود,مفقود,حضوري,5,نعم,البكالوريوس,تقنية المعلومات,1,غير موظف,دوام كامل,0,80.0
4082,24.0,1,منطقة القصيم,CAUF,مفقود,مفقود,عن بعد,19,نعم,البكالوريوس,تقنية المعلومات,1,طالب,مفقود,0,86.0
4083,35.0,1,منطقة الرياض,PCRF,تقليدية,مبتدئ,عن بعد,19,لا,البكالوريوس,تقنية المعلومات,1,موظف,دوام كامل,0,84.75
4084,23.0,1,منطقة الرياض,TOSL,مفقود,مفقود,حضوري,248,نعم,البكالوريوس,علوم حاسب,1,خريج,مفقود,0,82.0
4085,25.0,1,منطقة الرياض,PCRF,مفقود,متوسط,حضوري,12,نعم,البكالوريوس,الهندسة الكهربائية,0,غير موظف,دوام كامل,0,97.8
4086,22.0,0,منطقة الرياض,CAUF,مفقود,مفقود,حضوري,4,نعم,البكالوريوس,تصميم منتجات,1,طالب,مفقود,0,93.2
4087,24.0,0,منطقة الرياض,CAUF,تقليدية,متوسط,حضوري,26,نعم,البكالوريوس,نظم المعلومات,1,موظف,دوام كامل,0,85.0
4088,30.0,0,منطقة المدينة المنورة,PCRF,تقليدية,مبتدئ,عن بعد,5,نعم,الماجستير,Sport Management,1,غير موظف,مفقود,0,98.2
4089,23.0,1,منطقة الرياض,CAUF,تقليدية,مبتدئ,حضوري,5,نعم,البكالوريوس,علوم حاسب,1,غير موظف,دوام كامل,0,81.0
4090,25.0,1,منطقة الرياض,PCRF,مفقود,مفقود,حضوري,5,نعم,البكالوريوس,تقنية المعلومات,1,موظف,دوام كامل,0,80.0
4091,27.0,1,منطقة الرياض,CAUF,داعمة,مبتدئ,حضوري,10,نعم,البكالوريوس,علوم حاسب,1,موظف,دوام كامل,0,96.8
4092,33.0,0,منطقة الرياض,PCRF,مفقود,متقدم,حضوري,5,نعم,الماجستير,نظم المعلومات,1,موظف,دوام كامل,0,75.0
4093,22.0,0,منطقة مكة المكرمة,APMR,مفقود,مفقود,عن بعد,5,لا,البكالوريوس,نظم المعلومات الإدارية,0,طالب,مفقود,1,74.0
4094,39.0,1,منطقة الرياض,ABIR,مفقود,متقدم,حضوري,12,نعم,الماجستير,هندسة كهربائية,1,موظف,مفقود,0,92.0
4095,26.0,0,منطقة الرياض,CAUF,تقليدية,متوسط,حضوري,26,نعم,البكالوريوس,نظم المعلومات الحاسوبية,1,موظف,دوام كامل,0,96.4
4096,24.0,0,منطقة الرياض,PCRF,مفقود,مفقود,حضوري,5,نعم,البكالوريوس,علم المعلومات,1,خريج,مفقود,0,93.0
4097,21.0,0,منطقة الرياض,CAUF,تقليدية,مبتدئ,عن بعد,3,نعم,البكالوريوس,نظم المعلومات مسار الامن,1,طالب,مفقود,0,62.5
4098,24.0,1,منطقة الرياض,PCRF,مفقود,متوسط,حضوري,12,نعم,البكالوريوس,نظم المعلومات,1,موظف,دوام كامل,0,69.19999999999999
4099,23.0,0,منطقة مكة المكرمة,PCRF,تقليدية,متوسط,عن بعد,173,نعم,البكالوريوس,تقنية معلومات,1,موظف,مفقود,1,94.5
4100,23.0,0,منطقة مكة المكرمة,PCRF,تقليدية,مبتدئ,عن بعد,19,نعم,البكالوريوس,نظم المعلومات,1,غير موظف,تدريب,0,75.0
4101,38.0,0,منطقة الرياض,CAUF,تقليدية,مبتدئ,حضوري,19,نعم,البكالوريوس,انجليزي,1,خريج,مفقود,0,80.0
4102,23.0,0,منطقة الرياض,CAUF,مفقود,مفقود,حضوري,54,نعم,البكالوريوس,نظم المعلومات,1,خريج,مفقود,0,88.6
4103,26.0,0,منطقة مكة المكرمة,CAUF,تقليدية,متوسط,حضوري,26,نعم,البكالوريوس,علوم حاسب,1,موظف,مفقود,0,87.20000000000002
4104,23.0,0,منطقة الرياض,CAUF,مفقود,مفقود,حضوري,54,نعم,البكالوريوس,تقنية معلومات,1,خريج,مفقود,0,85.2
4105,23.0,1,منطقة الرياض,PCRF,تقليدية,متوسط,حضوري,173,نعم,البكالوريوس,علوم حاسب,1,غير موظف,دوام كامل,0,94.19999999999999
4106,24.0,1,منطقة الرياض,APMR,مفقود,متوسط,حضوري,54,نعم,البكالوريوس,نظم معلومات,1,موظف,مفقود,0,72.0
4107,35.0,0,منطقة مكة المكرمة,PCRF,تقليدية,مبتدئ,عن بعد,5,نعم,البكالوريوس,علوم حاسب,1,غير موظف,مفقود,0,52.25
4108,23.0,0,منطقة الرياض,CAUF,تقليدية,متوسط,حضوري,54,نعم,البكالوريوس,علوم حاسب,1,موظف,تدريب,0,76.4
4109,23.0,1,منطقة الرياض,CAUF,مفقود,مفقود,حضوري,9,نعم,البكالوريوس,تقنية المعلومات,1,خريج,مفقود,0,80.80000000000001
4110,30.0,0,منطقة مكة المكرمة,CAUF,تقليدية,متوسط,عن بعد,5,نعم,البكالوريوس,علوم حاسب,1,غير موظف,تدريب,1,75.0
4111,37.0,1,منطقة الرياض,ABIR,تقليدية,مبتدئ,حضوري,5,نعم,الماجستير,نظم معلومات,1,موظف,مفقود,0,98.25
4112,23.0,1,منطقة جازان,PCRF,تقليدية,مبتدئ,عن بعد,5,نعم,البكالوريوس,هندسة حاسب,1,خريج,مفقود,0,83.2
4113,25.0,0,منطقة الرياض,CAUF,مفقود,مفقود,حضوري,5,نعم,البكالوريوس,تقنية المعلومات,1,موظف,دوام كامل,1,60.0
4114,28.0,1,منطقة الرياض,CAUF,مفقود,متوسط,حضوري,12,نعم,البكالوريوس,علوم حاسب,1,موظف,دوام كامل,0,60.199999999999996
4115,27.0,0,منطقة الرياض,CAUF,مفقود,مفقود,حضوري,54,نعم,البكالوريوس,علوم حاسب,1,موظف,مفقود,0,92.8
4116,21.0,0,منطقة الرياض,CAUF,مفقود,مفقود,حضوري,12,لا,البكالوريوس,علوم تطبيقية,0,طالب,مفقود,1,80.0
4117,35.0,1,منطقة الرياض,APMR,ناشئة,متوسط,حضوري,26,نعم,البكالوريوس,علوم بيانات,1,موظف,مفقود,0,87.5
4118,32.0,0,منطقة الرياض,PCRF,مفقود,مفقود,حضوري,5,نعم,البكالوريوس,مظم معلومات مالية,1,موظف,مفقود,0,64.0
4119,21.0,1,منطقة مكة المكرمة,CAUF,تقليدية,متوسط,عن بعد,5,نعم,البكالوريوس,نظم المعلومات,1,طالب,مفقود,0,86.0
4120,35.0,1,منطقة المدينة المنورة,PCRF,تقليدية,متوسط,عن بعد,173,نعم,البكالوريوس,تقنية المعلومات,1,موظف,دوام كامل,1,97.39999999999999
4121,26.0,0,المنطقة الشرقية,CAUF,مفقود,مفقود,عن بعد,19,نعم,البكالوريوس,علوم حاسب,1,موظف,مفقود,0,89.2
4122,21.0,0,منطقة الرياض,CAUF,داعمة,مبتدئ,حضوري,5,نعم,البكالوريوس,تقنية المعلومات,1,طالب,مفقود,0,87.6
4123,22.0,1,المنطقة الشرقية,PCRF,مفقود,مفقود,حضوري,5,لا,البكالوريوس,التمويل والاستثمار,0,غير موظف,دوام كامل,1,84.00000000000001
4124,20.0,0,المنطقة الشرقية,PCRF,تقليدية,مبتدئ,عن بعد,5,لا,ثانوي,علوم حاسب,1,طالب,مفقود,1,99.6
4125,19.0,0,منطقة مكة المكرمة,PCRF,مفقود,مبتدئ,عن بعد,12,لا,ثانوي,علوم حاسب,1,طالب,مفقود,0,98.2
4126,24.0,1,منطقة الرياض,TOSL,تقليدية,متقدم,حضوري,44,نعم,الدبلوم,اللغة الانجليزية,1,طالب,مفقود,0,67.19999999999999
4127,31.0,1,منطقة الرياض,GRST,مفقود,متوسط,حضوري,5,نعم,البكالوريوس,تقنية معلومات,1,موظف,مفقود,0,40.0
4128,29.0,0,المنطقة الشرقية,PCRF,ناشئة,مبتدئ,حضوري,5,نعم,الدبلوم,شبكات الحاسب الآلي,1,موظف,دوام كامل,0,93.80000000000001
4129,25.0,0,منطقة مكة المكرمة,APMR,تقليدية,متوسط,عن بعد,12,نعم,البكالوريوس,نظم المعلومات,1,موظف,مفقود,0,75.0
4130,27.0,1,منطقة الرياض,CAUF,مفقود,مفقود,حضوري,9,نعم,البكالوريوس,نظم المعلومات,1,موظف,مفقود,0,84.39999999999999
4131,23.0,0,منطقة مكة المكرمة,PCRF,مفقود,مفقود,حضوري,19,نعم,البكالوريوس,تقنية المعلومات,1,موظف,مفقود,0,100.0
4132,26.0,1,منطقة الرياض,CAUF,مفقود,مفقود,حضوري,9,نعم,الدبلوم,برمجة حاسب,1,غير موظف,مفقود,0,96.0
4133,26.0,0,المنطقة الشرقية,CAUF,تقليدية,متوسط,عن بعد,5,نعم,البكالوريوس,نظم المعلومات,1,موظف,مفقود,0,80.0
4134,39.0,1,منطقة الرياض,PCRF,مفقود,متقدم,حضوري,19,نعم,الماجستير,إدارة الاعمال التنفيذية,1,موظف,مفقود,1,90.0
4135,49.0,1,منطقة الرياض,APMR,مفقود,مبتدئ,حضوري,5,لا,الماجستير,هندسة الكترونيات مركبات,1,موظف,مفقود,1,90.0
4136,27.0,0,منطقة الرياض,CAUF,داعمة,مبتدئ,حضوري,12,نعم,البكالوريوس,Art And Design,1,خريج,مفقود,1,77.0
4137,34.0,0,منطقة الرياض,CAUF,مفقود,مفقود,عن بعد,19,نعم,البكالوريوس,نظم المعلومات,1,موظف,مفقود,0,92.0
4138,24.0,1,منطقة الرياض,CAUF,مفقود,مفقود,حضوري,40,نعم,البكالوريوس,علوم حاسب,1,غير موظف,دوام جزئي,0,67.4
4139,24.0,0,منطقة الرياض,APMR,ناشئة,متقدم,عن بعد,5,نعم,البكالوريوس,علوم حاسب,1,موظف,دوام كامل,0,82.5
4140,37.0,1,منطقة الرياض,APMR,تقليدية,متوسط,حضوري,12,نعم,البكالوريوس,علوم حاسب,1,موظف,مفقود,1,66.60000000000001
4141,30.0,1,منطقة الرياض,PCRF,تقليدية,مبتدئ,حضوري,12,نعم,البكالوريوس,علوم حاسب,1,موظف,دوام كامل,0,82.5
4142,23.0,0,منطقة الرياض,CAUF,تقليدية,متوسط,حضوري,54,نعم,البكالوريوس,علوم حاسب,1,موظف,مفقود,0,80.0
4143,21.0,1,منطقة الرياض,CAUF,مفقود,مفقود,حضوري,54,نعم,البكالوريوس,علوم حاسب,1,موظف,مفقود,0,100.0
4144,23.0,1,منطقة الرياض,TOSL,مفقود,مبتدئ,حضوري,5,نعم,البكالوريوس,تقنية معلومات,1,موظف,مفقود,0,90.0
4145,24.0,0,منطقة نجران,CAUF,تقليدية,متوسط,عن بعد,5,لا,البكالوريوس,نظم المعلومات,1,طالب,مفقود,0,60.0
4146,34.0,0,منطقة الرياض,CAUF,ناشئة,متقدم,حضوري,12,لا,الماجستير,غير متخصص,1,موظف,مفقود,0,92.0
4147,26.0,1,منطقة مكة المكرمة,CAUF,تقليدية,مبتدئ,حضوري,5,نعم,البكالوريوس,تقنية المعلومات,1,خريج,مفقود,0,71.8
4148,35.0,1,منطقة الرياض,CAUF,مفقود,متقدم,حضوري,5,نعم,البكالوريوس,نظم معلومات,1,موظف,مفقود,0,69.19999999999999
4149,22.0,1,منطقة الرياض,PCRF,تقليدية,مبتدئ,حضوري,12,نعم,البكالوريوس,علوم حاسب,1,خريج,مفقود,1,83.6
4150,24.0,0,منطقة الرياض,APMR,مفقود,مفقود,حضوري,12,نعم,البكالوريوس,علوم حاسب,1,موظف,دوام كامل,0,99.8
4151,23.0,0,منطقة الرياض,APMR,ناشئة,متوسط,حضوري,26,نعم,البكالوريوس,تقنية المعلومات,1,موظف,مفقود,0,92.0
4152,21.0,0,منطقة مكة المكرمة,CAUF,تقليدية,متوسط,عن بعد,54,لا,البكالوريوس,نظم المعلومات,1,طالب,مفقود,1,92.2
4153,23.0,1,منطقة الرياض,PCRF,داعمة,مبتدئ,حضوري,12,نعم,البكالوريوس,نظم معلومات,1,موظف,مفقود,0,60.0
4154,34.0,1,المنطقة الشرقية,PCRF,تقليدية,مبتدئ,عن بعد,5,لا,البكالوريوس,كلية المدربين التقنين,1,موظف,مفقود,1,73.0
4155,22.0,0,منطقة الرياض,CAUF,تقليدية,مبتدئ,حضوري,12,نعم,البكالوريوس,علوم حاسب,1,موظف - طالب,تدريب,0,75.0
4156,28.0,1,منطقة حائل,APMR,تقليدية,متوسط,حضوري,12,نعم,البكالوريوس,هندسة برمجيات,1,غير موظف,مفقود,0,62.5
4157,26.0,1,منطقة الرياض,CAUF,مفقود,مفقود,حضوري,12,نعم,البكالوريوس,علوم حاسب,1,موظف,مفقود,0,79.5
4158,24.0,0,منطقة المدينة المنورة,APMR,مفقود,متوسط,حضوري,59,نعم,البكالوريوس,علوم حاسب,1,موظف,مفقود,0,94.0
